temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain,precipitation,windom_max,shortwave_radiation_sum,year,month,day,id
23.5,9.9,16.3,0.8,4.0,19.4,18.65,2023,11,12,"e7af83d2-c9df-418f-8cfb-dd1d87da7895"
24.0,13.0,17.1,1.3,8.0,14.7,15.52,2023,11,13,"a221694f-22e4-44d4-b045-be123899a216"
23.4,12.8,16.4,3.5,12.0,19.7,14.34,2023,11,14,"256a95db-5c4e-4f06-b79b-f007a8be7b04"
24.5,9.9,15.8,0.2,2.0,14.0,21.19,2023,11,15,"2be5f61a-b865-4efe-b4c6-31c30379dec8"
24.4,4.7,13.7,0.0,0.0,11.8,22.43,2023,11,16,"3dca1232-fa05-49e5-850e-3475d7128f1a"
26.6,6.0,16.0,0.0,0.0,15.9,22.02,2023,11,17,"227ecc8b-8192-4165-abe3-b90ffd68c6c0"
26.3,6.5,16.5,0.0,0.0,15.3,21.89,2023,11,18,"34d1c36c-ea42-4a3a-8574-beb5e1aa038a"
27.4,7.6,16.6,0.0,0.0,13.4,21.59,2023,11,19,"eb5a84de-95d6-4752-9832-4468ddf7f28f"
26.1,10.0,17.3,0.0,0.0,20.2,19.1,2023,11,20,"0d10e9c5-40c7-4a43-85db-2789282b62f2"
23.3,10.0,15.9,0.5,4.0,20.6,17.77,2023,11,21,"eaf9f388-7260-4765-8217-823192951cce"
18.8,7.8,12.7,8.0,8.0,27.7,15.29,2023,11,22,"46c8283e-eba7-4e18-a22d-bb3ec17c73e7"
16.7,11.1,13.2,3.0,5.0,32.2,8.47,2023,11,23,"532a21f8-5ae8-430d-b572-6a94d740f25a"
21.9,6.3,13.4,0.0,0.0,17.6,21.57,2023,11,24,"1d52a2ac-ed76-430a-9dc9-633c8ec3b6ad"
21.8,5.7,13.4,0.0,0.0,27.8,21.16,2023,11,25,"d4592d0e-b3c8-4202-b18d-cf3741ec7252"
22.9,7.6,14.8,0.0,0.0,14.2,19.58,2023,11,26,"b6bb7567-2f76-42b6-bdf3-f23c31b14978"
20.0,8.8,14.3,0.0,0.0,19.1,13.35,2023,11,27,"ca6e98a7-5df5-4efe-8fc9-5f849273e254"
22.0,8.8,14.6,0.1,1.0,12.9,12.83,2023,11,28,"d15b7144-d32b-4141-884c-249967de560e"
20.6,9.2,14.0,0.5,2.0,17.3,15.2,2023,11,29,"48a36a93-57f5-43aa-9c35-3d787127b3ee"
21.6,7.2,14.6,0.2,1.0,28.7,18.53,2023,11,30,"12c4e99d-0765-46cf-9860-6c112de89bed"
23.1,8.5,15.1,0.0,0.0,25.1,17.33,2023,12,1,"526484a6-e749-4149-9c30-dcdda5cd07ad"
23.1,8.5,15.1,0.0,0.0,25.1,17.33,2023,12,1,"f733cd8b-0cb6-4cdc-a788-17209951cdc2"
20.9,11.9,15.9,0.3,1.0,20.0,12.45,2023,12,2,"73b01c36-f388-4c66-ac97-a5fb117d274b"
22.0,11.5,15.6,1.4,2.0,13.0,16.19,2023,12,3,"9967b6d5-fac2-4163-8f63-c84d76319bcd"
20.5,11.6,14.8,0.1,1.0,9.4,14.25,2023,12,4,"1fa71ad8-72cf-4c84-9c42-b8a978fc8d98"
20.4,10.4,14.3,0.0,0.0,9.3,13.95,2023,12,5,"05c918a4-5d2c-48fd-baba-75ced5cfa8cc"
19.0,10.6,14.1,0.4,4.0,10.2,10.59,2023,12,6,"4599ab5c-593b-4841-8d93-d2471a2dbca9"
20.3,9.6,13.0,4.5,6.0,13.7,13.82,2023,12,7,"f76918c3-dd7d-458f-a830-c6920ff6f195"
20.5,7.2,13.5,0.0,0.0,9.3,17.68,2023,12,8,"7f5ba8b5-0b46-4963-9049-040612fb8beb"
21.2,8.0,14.0,0.1,1.0,12.2,18.36,2023,12,9,"b3f0cea7-06b7-476f-8fca-07b383a8e822"
19.1,7.1,12.8,0.0,0.0,18.8,12.81,2023,12,10,"d37962b9-cdbe-4a0e-8480-6a9da0495a97"
13.8,7.0,10.5,7.0,16.0,10.2,6.44,2023,12,11,"d3d0aee6-b631-4249-9eb0-b335fe5bea8d"
18.1,7.8,12.1,0.4,1.0,7.7,16.64,2023,12,12,"71e54f02-b736-4930-8d41-300c05b23697"
16.7,7.7,11.7,0.1,1.0,7.6,11.39,2023,12,13,"e947f708-740c-474c-a348-605b31301092"
20.8,9.7,13.8,0.0,0.0,15.9,13.17,2023,12,14,"c4351029-00cb-42b0-81fe-76e22e386962"
20.4,9.8,13.4,4.4,5.0,11.8,14.35,2023,12,15,"f463abe5-7f5b-401f-b561-ae77855aeb49"
18.8,8.3,13.2,1.2,7.0,12.7,15.69,2023,12,16,"65b70716-963e-492b-84fa-cfdcfc985b7b"
20.3,8.4,13.3,0.0,0.0,14.8,19.54,2023,12,17,"4e3d4a11-95f2-40b8-bbf5-4050488ed26e"
20.2,4.2,11.6,0.0,0.0,9.4,20.37,2023,12,18,"fb19124d-3825-410c-afb4-6e4ce5ddcb9e"
20.2,3.7,10.3,0.1,1.0,7.0,18.99,2023,12,19,"aad6ae81-2114-470b-8cb2-eefefae14163"
21.7,2.9,11.8,0.0,0.0,14.1,20.22,2023,12,20,"d9fa9d85-e2ff-4936-9437-5b6fd4b82904"
22.1,3.9,12.5,0.0,0.0,10.1,20.03,2023,12,21,"c5105589-ff2b-4081-b1ef-98dbf5234beb"
22.3,3.6,12.7,0.0,0.0,11.5,19.67,2023,12,22,"745d37ab-1c9e-418e-8471-24f985c9d02d"
21.5,4.7,13.1,0.0,0.0,26.1,17.78,2023,12,23,"27f3588d-99fc-43b4-bce5-fc5b366cb246"
20.7,7.6,13.7,0.0,0.0,29.1,17.32,2023,12,24,"ada199fb-774a-4344-b108-bcfc44021ec3"
20.9,8.6,13.9,0.0,0.0,32.4,17.0,2023,12,25,"aafea026-8138-45fb-b68e-0de8c1051fe8"
20.6,7.1,13.1,1.1,3.0,24.4,14.02,2023,12,26,"33b86dd9-9da6-4875-aba8-a6bd2eb14b07"
16.6,4.9,11.8,0.6,2.0,22.8,9.4,2023,12,27,"e672bcf9-15ad-4aff-b77b-5ac88b722e1c"
19.3,1.1,9.4,0.0,0.0,26.1,20.58,2023,12,28,"24ed6286-cc0e-40ac-b583-8e0828e971aa"
19.0,4.4,10.5,0.0,0.0,25.6,19.66,2023,12,29,"c680492b-b9f9-4d98-9ba8-e58fd5a83ae1"
18.3,2.8,9.9,0.0,0.0,18.7,19.42,2023,12,30,"5408a76d-c020-4136-88f4-641fdf31fc2d"
20.9,5.0,11.6,0.0,0.0,22.2,20.54,2023,12,31,"b9212914-09b3-4a8c-898d-168c19db4606"
20.5,4.5,12.0,0.0,0.0,21.7,20.31,2024,1,1,"a633bb81-e7e6-4363-bfc2-688305f120bc"
20.8,6.5,13.4,0.0,0.0,26.7,18.53,2024,1,2,"a8aceb9e-5345-49dc-b00d-d48352648a05"
22.6,9.0,14.8,0.0,0.0,25.9,19.58,2024,1,3,"7710dcfc-f348-4582-a168-c6b0d410425d"
21.9,8.1,13.9,0.0,0.0,29.9,20.44,2024,1,4,"45b7e2d7-d868-490b-afb8-824ccdf49f4f"
20.4,8.8,14.0,0.0,0.0,33.0,20.46,2024,1,5,"b05ce73a-9996-4284-9799-d162649622d3"
21.6,8.2,14.1,0.0,0.0,32.1,20.52,2024,1,6,"4cc88152-311a-45f5-8e16-62521c76fc30"
21.6,9.6,14.8,0.0,0.0,24.5,15.56,2024,1,7,"b9d3ddab-bb92-46eb-b51f-dfd3505f0990"
22.0,11.3,15.8,0.0,0.0,29.5,18.09,2024,1,8,"9629f6ed-b800-48dd-90c4-1b621e14c4af"
22.2,7.8,14.7,0.0,0.0,23.8,18.64,2024,1,9,"73741cfe-4b11-4687-a7d4-8844ab28c025"
22.1,10.8,15.4,0.0,0.0,32.2,19.78,2024,1,10,"d8ea21e4-9052-49c6-8e8f-83928b359ddf"
24.0,6.6,14.8,0.0,0.0,30.4,19.61,2024,1,11,"ab550432-7b7a-4139-906c-661aaaba29e2"
26.8,7.3,16.4,0.0,0.0,24.5,20.66,2024,1,12,"b9da9e16-d003-449f-939d-0002a14d43e9"
23.2,9.6,15.7,0.0,0.0,29.5,15.69,2024,1,13,"3f3c0bee-4828-4fe8-8d96-b439dd16fb25"
23.4,8.1,15.8,0.0,0.0,21.1,16.88,2024,1,14,"21e2953d-c181-4ddd-b0a4-70da670619f4"
26.2,7.6,16.1,0.0,0.0,16.4,21.22,2024,1,15,"c7997d55-b4a4-485f-9d4a-de85c09b82f8"
24.7,7.3,16.6,0.0,0.0,20.2,20.42,2024,1,16,"21c2c06c-c19c-4f51-828c-0439510d7dc7"
24.3,9.3,16.1,0.0,0.0,22.2,18.65,2024,1,17,"8472c90a-8fe4-493b-8d33-6a0183ec4e00"
25.5,8.9,17.1,0.0,0.0,12.3,19.86,2024,1,18,"7d9d7961-886a-4ab4-b3db-d36e5fac0bbc"
23.3,9.8,16.3,0.0,0.0,9.4,13.17,2024,1,19,"9717ca8e-41ad-4e92-b5e8-cd7590377dda"
18.8,8.0,12.9,0.0,0.0,10.5,10.8,2024,1,20,"04c96194-ff14-42c6-83c0-ecf02490d00e"
20.5,9.1,14.1,0.7,3.0,17.6,12.28,2024,1,21,"5beafeb3-1b73-4164-a6d1-2db2df4ac931"
21.3,6.9,13.4,0.0,0.0,24.7,18.81,2024,1,22,"aaadbb2d-d794-4822-8a67-34c26c9def1a"
22.4,7.7,14.4,0.0,0.0,25.8,20.37,2024,1,23,"b02657da-11bc-44ce-b6b4-74ffb2153571"
22.8,6.9,14.7,0.0,0.0,28.1,21.72,2024,1,24,"7516aa05-c706-4432-97b7-7d470b0395da"
24.2,10.1,15.8,0.0,0.0,27.9,21.64,2024,1,25,"8c1156e4-8852-4c2a-9f97-6e273584962b"
24.7,6.6,15.4,0.0,0.0,21.2,21.19,2024,1,26,"14cca61d-b223-43e5-ac23-e9d107f0b380"
24.4,7.3,15.3,0.0,0.0,20.4,22.51,2024,1,27,"0cd6393f-7c89-4bcd-bf0b-d2f0f559c607"
22.4,9.4,14.5,0.0,0.0,13.0,18.62,2024,1,28,"48949298-fee3-46b8-aaff-b70fcf04da6f"
21.1,6.6,13.2,0.0,0.0,17.0,15.93,2024,1,29,"bdf68a8c-9493-479e-b39b-e2b75b5dbcc6"
22.0,7.7,14.2,0.0,0.0,22.5,14.16,2024,1,30,"9ba3f48f-4b96-4af9-91b2-eea79dfd4e8f"
21.9,10.1,15.3,0.2,2.0,17.3,14.57,2024,1,31,"c3a90fc2-caab-4dd2-ab4f-488733c1d346"
20.5,7.9,14.2,0.0,0.0,10.8,14.9,2024,2,1,"aecc220c-e2b0-4fa3-b2f7-811e89f7271a"
22.8,8.6,14.9,0.0,0.0,29.5,21.66,2024,2,2,"6e3ebece-4474-4e4c-8a68-87a1d051bd4c"
22.4,9.8,15.3,0.0,0.0,30.1,23.68,2024,2,3,"198d3879-3095-4756-8b2c-6552b115704b"
23.9,5.4,14.0,0.0,0.0,11.2,24.18,2024,2,4,"53041811-3bde-4be4-9a4f-55a7e41e22b1"
23.6,3.9,13.4,0.0,0.0,21.3,24.17,2024,2,5,"cbb0591a-c6c1-48e5-b607-b04123f68b43"
25.6,3.3,14.2,0.0,0.0,17.4,24.15,2024,2,6,"9f1c63c6-262e-4aff-914d-8c52eab7027c"
26.3,4.0,15.2,0.0,0.0,23.6,23.76,2024,2,7,"a79832ba-92cb-434f-b5fe-bbd435d4f313"
28.1,7.8,16.8,0.0,0.0,27.1,23.78,2024,2,8,"b113c867-5d60-4e2a-b2be-07a02637c343"
27.4,7.9,16.7,0.0,0.0,29.3,24.13,2024,2,9,"4e510dd2-1ea8-4026-9e82-a4027a95338c"
25.2,9.2,16.5,0.0,0.0,31.6,24.62,2024,2,10,"d039921a-d328-4f1b-8b5d-506871e6ca75"
25.3,9.8,16.9,0.0,0.0,27.2,24.12,2024,2,11,"37dbda45-f640-4f42-bc2c-b4d79c430e7c"
24.8,9.7,17.1,0.0,0.0,29.4,21.09,2024,2,12,"8e814cd3-abea-4a61-8f34-acf6e6d982d1"
24.0,10.2,16.5,0.0,0.0,28.0,20.34,2024,2,13,"0ad91965-57aa-4fe7-a88f-47a34ff6c347"
23.4,8.4,15.9,0.0,0.0,21.2,19.2,2024,2,14,"8ff818aa-044b-4029-94da-161dc8c42090"
25.7,9.2,16.9,0.0,0.0,23.9,20.31,2024,2,15,"b62102d3-b224-407c-93dc-97190a05a72d"
22.5,8.0,16.2,0.0,0.0,26.8,21.41,2024,2,16,"61e1025e-0a4e-4559-b398-01ba3b8a75f2"
15.8,5.6,11.7,13.7,13.0,33.1,9.07,2024,2,17,"2f74e9de-24cc-47a2-8543-15dc8a5420f8"
19.6,4.4,10.8,0.1,1.0,13.1,24.56,2024,2,18,"ce68fada-9af6-4f70-95ce-8e690d59084c"
24.0,3.9,12.6,0.0,0.0,16.7,25.68,2024,2,19,"dc6365ee-6b8a-41f2-8fef-7c230241f94f"
25.2,4.7,15.1,0.0,0.0,19.6,25.97,2024,2,20,"4773261c-4c48-4efd-badc-220341d3e7b2"
25.7,5.3,15.1,0.0,0.0,9.6,25.93,2024,2,21,"1a01f13c-6487-4fc7-a5d8-7179c3309971"
27.8,7.0,16.9,0.0,0.0,16.3,26.48,2024,2,22,"4b445f01-0347-4ed5-bc5a-e74d6753f234"
28.2,7.1,17.0,0.0,0.0,16.6,26.28,2024,2,23,"74971ef8-6f1d-4b81-ad46-fcd3571c10a9"
27.4,9.1,17.5,0.0,0.0,10.2,25.29,2024,2,24,"6fd7ff9a-c7c3-4b94-ab1a-5b10564dc100"
28.9,7.8,17.9,0.0,0.0,22.5,26.11,2024,2,25,"70872019-f6d5-4c18-8986-5c31dba471da"
29.1,6.7,17.7,0.0,0.0,18.3,26.41,2024,2,26,"358507ca-4af4-49d5-9b36-99a57d12ea52"
28.3,8.2,18.4,0.0,0.0,22.6,26.19,2024,2,27,"495a8596-2446-4881-83c1-5b7aaea14556"
28.6,9.7,18.7,0.0,0.0,25.1,25.34,2024,2,28,"dc88ddd2-c82c-4b0b-9da8-178c86534f58"
27.7,10.0,17.8,0.0,0.0,23.1,26.37,2024,2,29,"e101ea26-50d6-4625-9ba8-d76a1043f9b0"
26.8,10.0,18.3,0.0,0.0,22.6,25.44,2024,3,1,"63996c51-2bb2-44f8-a594-81739c83a758"
26.2,9.6,18.0,0.0,0.0,25.5,25.76,2024,3,2,"37eec069-b7b3-42ff-9e35-517c5b5f0f15"
26.8,10.0,18.3,0.0,0.0,22.6,25.44,2024,3,1,"406cc703-0f7d-4309-8257-75fb29a668ad"
26.2,9.6,18.0,0.0,0.0,25.5,25.76,2024,3,2,"fc4905e2-6e71-4985-9f38-c8cd37314f15"
26.5,10.1,17.9,0.0,0.0,26.8,26.49,2024,3,3,"60b38d71-0f98-4c10-a2d1-a6a605a1f862"
26.5,11.1,18.2,0.0,0.0,32.2,26.54,2024,3,4,"a9acb4d6-e833-439b-a195-6af36bd14663"
26.9,9.1,18.4,0.0,0.0,24.2,27.24,2024,3,5,"f5cbbf0f-cb7a-40e6-b5d4-f0c813aedecf"
27.8,9.3,18.1,0.0,0.0,25.9,26.84,2024,3,6,"517539ab-2ef5-4e09-abcb-72ceac1a0ac1"
28.1,11.6,19.3,0.0,0.0,31.7,27.45,2024,3,7,"028f04a6-fcbc-4174-a1c3-3345a1a0959d"
30.2,9.5,19.6,0.0,0.0,32.0,27.81,2024,3,8,"9363dc54-df7d-4431-a897-e72035964ad3"
30.5,13.3,20.3,0.0,0.0,27.4,28.0,2024,3,9,"eb1a8f81-7d1d-401d-b0ff-0e11f3385617"
27.7,9.8,18.2,0.0,0.0,28.0,27.1,2024,3,10,"40d21658-7ef1-4cea-a7e8-4933afecadcb"
27.8,10.0,18.4,0.0,0.0,26.7,25.95,2024,3,11,"9da7550a-f112-4a06-9a96-968fffeefd45"
27.5,10.8,19.3,0.0,0.0,18.4,25.74,2024,3,12,"666e0a06-8483-4527-922e-3837fc1363cd"
27.1,12.6,19.7,0.0,0.0,22.6,25.7,2024,3,13,"8c773344-00e2-4bd8-a34f-99722c7dd690"
28.7,10.7,19.8,0.0,0.0,26.7,27.59,2024,3,14,"44db6063-d708-47c7-ac40-9b60b822220c"
29.0,11.9,20.0,0.0,0.0,24.3,27.12,2024,3,15,"f21f0818-f8cb-4ec6-97c5-c662dc45de86"
28.8,11.1,19.5,0.0,0.0,27.1,27.45,2024,3,16,"fde1e1db-ace9-40f7-af32-31213cbe2c64"
28.6,12.3,20.3,0.0,0.0,26.2,24.0,2024,3,17,"9b740c35-a68a-4c0f-b10a-876600c739a5"
28.8,11.5,20.2,0.0,0.0,35.2,27.35,2024,3,18,"c4b9be8b-25e2-4488-92e0-62fba9b72f6c"
27.7,12.6,19.6,0.0,0.0,28.7,23.72,2024,3,19,"58cb2be5-e3a4-4625-a272-b1031a312022"
28.5,13.8,20.8,0.0,0.0,23.3,24.22,2024,3,20,"df10354a-4760-4173-929f-0ccc724efc87"
27.8,12.4,20.0,0.0,0.0,25.3,27.01,2024,3,21,"f8b56e65-a2ce-40b6-b707-69541151a479"
29.3,12.0,20.2,0.0,0.0,30.2,28.56,2024,3,22,"5753f4fb-0e89-42e1-b01c-160d792a0611"
28.3,11.5,19.5,0.0,0.0,25.6,28.31,2024,3,23,"dd453cbb-3809-476b-8b3e-80d1895272d6"
27.6,11.6,19.2,0.0,0.0,35.0,29.7,2024,3,24,"e9fd47ab-b5c8-41b6-9e81-998cffcc3f51"
26.6,11.1,18.5,0.0,0.0,37.4,26.45,2024,3,25,"b175c966-6eca-4c4d-91a0-89be371e73fc"
27.3,9.4,18.7,0.0,0.0,30.5,29.24,2024,3,26,"f51921d9-abd2-4c4b-9c7a-51c1068eac22"
28.7,10.8,19.4,0.0,0.0,23.8,30.29,2024,3,27,"145cec46-dda4-4c87-88c5-187d862eb94f"
27.5,8.1,17.1,0.0,0.0,26.8,28.58,2024,3,28,"a7553531-aa93-4f9d-937e-6e0b53982635"
28.6,8.9,18.7,0.0,0.0,27.2,29.39,2024,3,29,"3cda25fd-6af2-4a50-9878-c5364c813f8a"
28.8,12.8,19.9,0.0,0.0,32.2,28.57,2024,3,30,"f3b513f4-9565-4cd1-85be-740ee1d499b6"
28.3,11.6,20.0,0.0,0.0,24.5,25.49,2024,3,31,"c3964da0-da52-459f-8be1-0e22efe01db6"
29.1,12.3,20.5,0.0,0.0,27.3,29.21,2024,4,1,"209b1fd2-0116-47cc-b0bd-814aac36865e"
29.6,11.6,20.7,0.0,0.0,30.4,28.84,2024,4,2,"0637d0d1-d4fc-470e-873a-d6c2fbebb8d1"
29.2,11.5,20.3,0.0,0.0,27.9,27.21,2024,4,3,"a4152ea3-b1bd-4cc1-abef-005ab32183ee"
25.3,11.8,18.6,0.0,0.0,31.5,25.01,2024,4,4,"76e02ad6-7dc7-4c75-b37d-6c4553ce0fd2"
27.4,11.9,19.2,0.0,0.0,22.8,29.44,2024,4,5,"446d0f4f-34a5-418e-851b-87352c244385"
27.7,10.5,19.5,0.0,0.0,25.6,29.1,2024,4,6,"34570f2f-c7fa-4737-8376-70af8660b291"
27.6,11.0,20.0,0.0,0.0,23.8,26.4,2024,4,7,"e7bf1f1b-b1f8-405d-b1da-40ad9e1f1228"
29.2,15.8,21.4,0.0,0.0,23.5,27.37,2024,4,8,"94ad28fe-4f6e-49bf-b851-446eaae7f8d3"
28.0,13.4,20.5,0.0,0.0,25.4,29.44,2024,4,9,"14d8ddf1-c5e4-4cfb-ae87-9bce5b6b0199"
27.2,14.0,20.2,0.0,0.0,26.8,28.05,2024,4,10,"84edde4a-737b-42c7-a7c9-d6d0ceb26659"
27.6,10.1,18.4,0.0,0.0,21.9,25.94,2024,4,11,"d20b9634-a82a-4b3a-ac0d-9a196a1cc711"
28.5,9.2,18.3,0.0,0.0,21.5,26.66,2024,4,12,"6a23efc6-b32d-4361-b984-a3a6f001041c"
31.6,10.9,20.1,0.0,0.0,25.3,28.3,2024,4,13,"00bdc41e-84c6-40b3-9be9-bcd8e5029a95"
31.1,12.9,21.6,0.0,0.0,26.3,28.14,2024,4,14,"597caf70-aabd-44b6-abbc-fc61104c7dd3"
30.4,12.6,21.7,0.0,0.0,26.9,26.48,2024,4,15,"9677b471-b014-4348-9ddb-65ac5ba907e7"
31.4,13.6,22.4,0.0,0.0,28.5,27.05,2024,4,16,"55534f48-0bd2-4d4b-81fb-43486c230878"
30.8,13.2,22.3,0.0,0.0,27.2,27.81,2024,4,17,"cb7c2e69-b918-4906-980d-b50cde82863e"
30.2,14.4,22.1,0.0,0.0,23.7,26.58,2024,4,18,"35db38b9-8eed-4d4b-ad71-e336bf8938a1"
29.2,14.5,20.2,1.7,5.0,27.0,22.13,2024,4,19,"e702d371-7e2d-4ce0-952a-9429dd80545c"
29.2,13.2,19.8,2.8,4.0,22.0,22.69,2024,4,20,"fdd78e0b-b90e-4021-8c93-ea6ec4809bc2"
28.6,12.1,20.1,0.0,0.0,19.4,27.91,2024,4,21,"b059d6c7-2ca1-4fb6-afa9-56801f59390d"
26.2,12.1,17.9,1.4,1.0,24.3,24.08,2024,4,22,"77798cf0-87c8-4b6b-a6b9-c3a52d48492d"
26.1,11.5,19.2,0.1,1.0,12.7,26.96,2024,4,23,"6c5b1c2e-f9bb-4a12-94c1-062020508c6b"
28.5,11.3,20.3,0.0,0.0,15.1,27.24,2024,4,24,"3960261a-5eb9-4dca-8eab-fd4f0ca45962"
27.8,12.2,20.2,0.0,0.0,25.6,22.16,2024,4,25,"e171f2ea-1eb6-4955-aa57-15234fc4566f"
28.6,13.9,20.4,0.0,0.0,20.0,23.64,2024,4,26,"4beee3d9-59ce-4c28-b7a1-1d7ee91c8432"
28.2,11.8,20.4,0.0,0.0,18.2,27.38,2024,4,27,"95a34c82-bb1c-4509-836b-859402d96258"
28.2,12.1,20.7,0.0,0.0,20.6,28.37,2024,4,28,"22e9a6a2-3f83-4b58-a788-a85fd65d938a"
29.0,11.8,20.7,0.0,0.0,23.2,29.26,2024,4,29,"d7cd1000-0687-4476-8df0-a1caf99cc50e"
28.9,13.8,21.4,0.0,0.0,23.0,27.98,2024,4,30,"088c1d5f-4398-4a0a-9716-02081392b90f"
28.9,14.4,22.0,0.0,0.0,24.4,26.45,2024,5,1,"891a833c-8b71-4f6c-bd80-4d866a3a52a7"
28.9,14.4,22.0,0.0,0.0,24.4,26.45,2024,5,1,"953f5076-7252-4849-8114-462455680df5"
30.4,14.5,22.0,0.9,3.0,18.7,27.27,2024,5,2,"64e62993-2775-4d09-a8d0-c2c38f583afe"
32.1,14.2,23.0,0.0,0.0,21.5,28.8,2024,5,3,"580f39e6-a50b-46a8-beba-59dba130744d"
32.4,14.4,22.9,0.3,1.0,27.8,27.78,2024,5,4,"b382a093-a6d9-4312-ba8f-4253ad9fcfd3"
32.7,15.0,23.3,0.3,1.0,23.4,27.67,2024,5,5,"ca5b841b-ed4f-4006-8e4c-70f98eab7deb"
32.2,15.3,23.0,0.8,2.0,24.8,26.94,2024,5,6,"b1eb8063-0ace-4260-b4c6-4c90b65b3adf"
32.4,14.9,23.5,0.0,0.0,27.1,25.78,2024,5,7,"38fd34ff-bc90-4e80-85f0-7d6dcad7d420"
31.5,15.5,23.6,0.0,0.0,15.5,24.94,2024,5,8,"3370a254-5f18-4da8-95a1-5c9ac986e045"
32.6,15.9,24.2,0.0,0.0,22.7,24.45,2024,5,9,"04eabf2f-8efe-438c-b67f-66386c836a52"
34.7,16.2,24.9,0.0,0.0,18.7,26.25,2024,5,10,"84ef4767-c2b8-415d-939b-b9151e144bd5"
32.6,14.1,23.4,0.0,0.0,24.1,26.98,2024,5,11,"7694ba98-19d2-494e-8a34-4c8d27f26a9d"
30.8,17.0,23.8,0.0,0.0,27.2,25.66,2024,5,12,"fe0ea9c5-095e-4f7f-9c0e-90dad20f6e5b"
31.0,14.9,23.1,0.7,2.0,21.3,26.55,2024,5,13,"74c4d7ff-79da-49d2-988a-641ebd515526"
31.5,14.3,23.5,0.1,1.0,20.8,27.86,2024,5,14,"58f9f415-43e4-4562-9ade-1bf6160bde9e"
30.0,16.3,23.1,0.0,0.0,26.4,25.78,2024,5,15,"c7f54897-fe42-4cbc-9ae4-0b92f79e6ed8"
30.6,15.3,22.3,0.7,1.0,28.8,26.13,2024,5,16,"33e9435b-92ce-4871-a984-0fca6e564947"
32.6,14.6,23.2,0.0,0.0,26.1,26.09,2024,5,17,"0d15ed54-773c-457d-a8fc-e043993ce4ea"
32.4,14.3,22.6,0.0,0.0,30.7,25.5,2024,5,18,"9861a493-41f7-4c75-8923-c6e574842339"
31.2,15.2,22.4,0.1,1.0,17.3,27.7,2024,5,19,"93d156f2-0863-4ea4-a5ad-2db44b246da1"
33.3,14.0,23.1,0.0,0.0,27.7,29.42,2024,5,20,"e1bcecfe-3837-41b2-be18-8a903b221b6a"
33.2,12.9,22.8,0.0,0.0,25.3,30.65,2024,5,21,"18aa5d58-1624-49ae-9407-7b5c77edd78c"
32.0,15.6,23.2,0.1,1.0,25.7,26.88,2024,5,22,"58d30abf-f5a2-4d74-b047-0744ecd34ac7"
32.3,16.1,23.8,0.3,2.0,26.9,26.97,2024,5,23,"e4644734-85f8-4551-b619-823a45afef58"
32.5,16.5,22.6,3.9,3.0,30.2,24.58,2024,5,24,"6cebf4ba-ffe5-40a9-b4b8-1b2abd29ddda"
33.8,14.1,22.5,0.1,1.0,19.2,26.42,2024,5,25,"41b00e66-50f0-49cb-80a8-3381d3670890"
32.6,16.3,22.5,5.8,6.0,33.6,26.07,2024,5,26,"a4c385a1-e4e1-404e-8ad7-0e26f99da181"
33.0,13.6,22.8,0.4,1.0,24.7,28.26,2024,5,27,"5ef587f3-2c1e-4589-bc1e-0ac14bbff841"
30.1,15.0,22.9,0.1,1.0,20.6,28.17,2024,5,28,"f20dcc78-c4cd-4d7d-8977-575f095cfd6f"
27.0,15.2,19.4,2.4,12.0,30.3,18.91,2024,5,29,"e7736165-3c8e-4436-a2ec-ab1c2545d7f3"
30.3,15.5,21.7,0.4,3.0,25.1,25.77,2024,5,30,"df5ab4a1-f817-4324-b1e7-8514538fbf09"
33.4,13.6,22.4,0.0,0.0,24.2,27.25,2024,5,31,"a9e80bc2-b8a6-4682-9239-24fb47cac566"
33.2,13.3,23.3,0.0,0.0,17.1,28.9,2024,6,1,"4489bb9b-d5d1-46b1-be86-d5d98980399b"
33.1,12.3,22.8,0.0,0.0,26.5,28.76,2024,6,2,"2b527273-e0ff-439d-bcdf-ea7827ee29b4"
32.5,13.6,23.1,0.0,0.0,27.4,28.32,2024,6,3,"7f509f3f-8255-4eaf-b85d-437a9e6cd3c0"
30.9,14.8,22.0,0.5,1.0,28.2,24.14,2024,6,4,"117e8975-f2e6-4e6a-baf0-935ab66d92fe"
31.0,14.3,23.0,0.2,2.0,13.9,25.9,2024,6,5,"00de98af-e34f-43a0-b02e-036795995e4f"
32.1,13.5,22.8,0.0,0.0,17.1,24.93,2024,6,6,"f961fd58-5957-4944-aea8-b647ecf04a0b"
31.6,14.4,22.5,0.0,0.0,27.8,26.25,2024,6,7,"a4d9c3cc-5172-4cb0-ad06-e2c2d7168892"
28.8,13.8,21.3,0.0,0.0,30.3,24.68,2024,6,8,"03e4ccbc-787c-4d3e-adce-77a59696d9b0"
26.9,13.7,20.2,10.3,6.0,13.8,18.79,2024,6,9,"b980b657-291f-42e9-ad3e-7b9a789da71a"
30.9,15.7,21.8,0.0,0.0,24.2,23.21,2024,6,10,"77433535-73aa-4fe1-b0f9-94cdd2d310c7"
32.0,13.9,21.6,0.0,0.0,20.2,26.96,2024,6,11,"d6ba6d31-bf9f-45c0-bf40-62e01cb59528"
