temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain,precipitation,windom_max,shortwave_radiation_sum,year,month,day,id
24.8,7.6,15.1,0.0,0.0,12.3,20.65,2022,1,1,"70dd86d8-2e5f-4de1-bb6f-a3dd9cf4bd6d"
24.9,5.4,14.6,0.0,0.0,17.0,20.01,2022,1,2,"25b0d197-c65f-44a2-b024-bd89c048021d"
21.8,6.5,12.8,0.0,0.0,18.2,18.23,2022,1,3,"c17cc8a1-e974-4c20-9b12-d2be1ae87248"
24.1,5.6,14.8,0.0,0.0,18.2,20.42,2022,1,4,"eb9f44df-dec0-4c38-a9dd-1906404487d7"
24.9,6.2,15.5,0.0,0.0,23.7,19.99,2022,1,5,"7731c4aa-016d-42b8-9539-51fc70b4072d"
24.4,8.5,15.2,1.5,2.0,17.5,18.55,2022,1,6,"f49d0d17-4ef6-4c50-9f32-74592d922b80"
22.4,8.4,14.9,0.0,0.0,18.6,16.66,2022,1,7,"df5046ba-370a-435c-a316-5a73a9c815a0"
21.0,7.4,13.7,0.8,1.0,18.7,16.94,2022,1,8,"bf004bd7-4785-484a-9145-788120c1a0a5"
22.9,6.5,14.4,0.0,0.0,11.1,17.91,2022,1,9,"3d0efa1d-6bb2-4949-8845-b094ad2dd972"
20.0,6.1,13.2,0.3,2.0,15.6,15.49,2022,1,10,"bf6f9ab8-0048-43a1-a559-678fd81e57cd"
18.3,8.6,13.0,0.1,1.0,14.6,13.65,2022,1,11,"96ff8d81-e704-4bce-897e-f38283890862"
21.1,5.2,12.5,0.0,0.0,15.2,19.77,2022,1,12,"d8e9ee71-1244-47fc-b9c2-c76b6e122b62"
22.2,5.2,13.1,0.0,0.0,18.3,19.56,2022,1,13,"26b82c2f-eca0-4eaf-98a4-26691b616217"
22.2,8.4,14.1,0.0,0.0,17.4,21.73,2022,1,14,"85fe0cf3-53bb-45a4-bd1f-9849467a6ede"
21.6,5.0,13.4,0.0,0.0,17.9,19.45,2022,1,15,"9718da9c-4c37-4108-8065-869fe49d9233"
20.4,6.5,11.6,2.1,4.0,13.7,17.2,2022,1,16,"dd2dec04-e69f-43ec-b19e-dfa1881eb0fb"
20.2,5.3,12.1,1.0,1.0,14.3,17.33,2022,1,17,"29f43a7d-aea3-4754-b260-51d49baef592"
22.0,5.6,13.5,0.0,0.0,22.3,20.93,2022,1,18,"dce12100-21a3-4bb5-884f-9bb5225f737b"
22.3,6.5,14.1,0.0,0.0,21.8,20.43,2022,1,19,"efa24520-8726-44c0-ac60-4a7441c90e35"
22.3,7.4,14.8,0.0,0.0,24.2,18.63,2022,1,20,"ff3166ff-e021-4d52-a327-b26be9d42011"
19.2,8.0,13.7,0.0,0.0,25.5,13.95,2022,1,21,"5bc56ebd-0127-4b59-b8ac-03559d280b61"
21.0,8.2,14.3,0.9,4.0,20.4,19.36,2022,1,22,"b3bec28d-bd27-403d-bfb3-ff5a66065b83"
21.5,6.7,13.2,0.0,0.0,24.8,20.29,2022,1,23,"66af9325-6e2a-4f4e-85d8-21125cf6a949"
19.9,9.4,14.5,0.0,0.0,25.0,18.64,2022,1,24,"143a5963-87b3-4d3c-9ef7-1fb27eea92b6"
21.2,7.0,14.2,0.0,0.0,27.6,21.72,2022,1,25,"68c4a2b7-0a8d-4874-93ba-5a00d0048d06"
22.0,7.6,14.2,0.0,0.0,25.7,22.04,2022,1,26,"d5afed8c-12fe-4479-b0be-a9aff9963701"
23.6,6.7,14.9,0.0,0.0,23.9,21.15,2022,1,27,"b534eec8-2f9d-4475-a086-c9e184b527b3"
23.4,7.8,14.9,0.0,0.0,22.7,21.48,2022,1,28,"521ec7db-01e9-43c3-b6cb-f91df8cc9eb3"
20.8,6.6,12.3,0.1,1.0,22.1,21.02,2022,1,29,"4e1d6ed7-c922-4dc7-ab4d-e026278254cc"
23.9,8.4,15.0,0.0,0.0,18.4,22.23,2022,1,30,"ed1d04be-b952-4181-8e8e-aa892e6c51b0"
23.1,8.6,15.0,0.0,0.0,27.9,20.93,2022,1,31,"6908b490-dee6-4ad3-ab5d-84e227753b53"
22.5,7.3,15.2,0.0,0.0,24.3,22.76,2022,2,1,"5ddb7577-1a5d-4727-b5da-77848351bd9e"
22.5,8.7,15.4,0.0,0.0,27.1,23.01,2022,2,2,"f02e0123-ffde-40ca-a21d-36929223d228"
22.5,7.4,15.2,1.3,3.0,21.9,22.5,2022,2,3,"dcd5ccb3-92cb-430d-9bc9-003cd132c68c"
22.6,7.3,14.9,0.0,0.0,26.0,23.05,2022,2,4,"48ed0e30-e83b-42ac-bcb2-ccbf8e89064e"
21.0,3.8,12.2,0.1,1.0,17.4,21.05,2022,2,5,"70ab7808-f5bc-4fbd-98bd-5e5ed851fc42"
22.9,7.3,14.3,0.1,1.0,20.5,20.75,2022,2,6,"53a41715-a79a-41a6-9868-4884e6c06149"
20.5,7.6,13.3,1.1,2.0,19.8,17.69,2022,2,7,"1723f209-d42c-4c23-86a3-ab145b1c05fc"
19.2,7.3,11.6,7.8,5.0,20.9,20.17,2022,2,8,"befb97e8-8295-4c8f-8b75-c89b4295c7ca"
19.5,5.2,12.0,0.0,0.0,22.1,23.54,2022,2,9,"b394e071-c445-457d-b64a-0425f24c3428"
19.3,7.2,12.5,0.0,0.0,27.2,22.02,2022,2,10,"ed1a590a-6ad2-4c4a-ab29-db35233d1ef7"
20.2,4.7,12.4,0.0,0.0,24.8,24.08,2022,2,11,"cd43bc76-c569-4289-b865-5489529eb2b3"
20.1,9.3,13.9,0.0,0.0,26.6,19.02,2022,2,12,"156b5427-f502-4c4a-a0f8-1ad423d8eca2"
19.5,8.8,12.7,0.1,1.0,21.2,18.1,2022,2,13,"48c2f817-f29f-4b8a-83c4-1481a0cdaaf6"
21.0,4.6,12.0,0.7,3.0,19.0,20.28,2022,2,14,"9f9e1cff-ec57-4de5-82ba-6d5d88b3ec78"
21.2,7.0,13.9,0.0,0.0,15.6,20.69,2022,2,15,"6293b6c2-cc99-4433-8289-daa4899a2a23"
22.6,7.6,15.5,0.0,0.0,16.1,21.63,2022,2,16,"a294c8bc-33c8-45dc-b2a0-f6b9f5a4f064"
24.6,8.5,16.1,0.0,0.0,16.2,24.67,2022,2,17,"dc1388db-5931-44cd-b2fe-9e4b8e181e2d"
25.3,11.1,17.2,0.0,0.0,17.7,24.3,2022,2,18,"ac963f4b-5344-41ac-9dfe-a0c35ca161dd"
24.6,8.4,16.2,0.0,0.0,18.0,23.5,2022,2,19,"597ed58b-2032-40b5-a8a5-986feaecc26a"
24.4,8.5,16.1,0.0,0.0,17.6,24.45,2022,2,20,"402d2804-1281-48b7-9870-c6ee0f81c946"
25.8,8.8,17.1,0.0,0.0,21.7,23.8,2022,2,21,"2e14a4e3-8afe-4a11-96e5-29fc8b910350"
27.8,10.2,17.7,0.0,0.0,15.8,24.23,2022,2,22,"ad80af4f-084f-44b0-8b5a-81e5cecd397d"
29.0,8.8,18.2,0.0,0.0,20.5,25.66,2022,2,23,"80ff5e74-5b60-4267-8985-cea98999c379"
25.2,8.9,16.9,0.0,0.0,23.8,25.12,2022,2,24,"be9825eb-19a4-485b-a873-bda0d60d98d3"
23.7,8.8,16.3,0.0,0.0,23.7,21.45,2022,2,25,"53654f84-87e8-401e-8e1a-4cdd6c82e889"
25.1,8.4,16.8,0.0,0.0,13.5,22.9,2022,2,26,"ddf5cbe7-bb24-4ed3-b81a-4f1ced02bf7f"
25.8,7.6,16.8,0.0,0.0,22.7,26.52,2022,2,27,"d9baa271-72c9-438d-b11d-a8217b77c80b"
24.7,5.8,14.8,0.0,0.0,22.2,26.83,2022,2,28,"53bc3104-0ef7-4793-91ba-e96b17c67c9e"
26.5,8.7,16.3,0.0,0.0,21.7,26.75,2022,3,1,"a431127b-31ed-47ff-b811-48e5684524d2"
25.9,9.9,16.8,0.0,0.0,27.6,27.04,2022,3,2,"14d0f38a-97a1-4448-ba2e-79046f6623da"
25.0,7.7,16.3,0.0,0.0,29.6,25.81,2022,3,3,"56ef7a14-fbfb-4be2-b4fb-9c510fa32965"
26.5,8.7,16.3,0.0,0.0,21.7,26.75,2022,3,1,"58089467-94f9-4eb1-bda1-472b6b06c06b"
25.9,9.9,16.8,0.0,0.0,27.6,27.04,2022,3,2,"8fcfeb97-4278-4e35-9a51-384b6a0f6f82"
25.0,7.7,16.3,0.0,0.0,29.6,25.81,2022,3,3,"9890bcaa-919a-45a6-8b88-6a8c63b1f8a5"
24.8,8.4,16.5,0.0,0.0,25.0,25.33,2022,3,4,"1bebe158-36d3-4d28-9953-676802b4e29f"
25.6,9.4,17.6,0.0,0.0,20.9,25.17,2022,3,5,"121772cc-ec6f-4bd8-9a8d-a55c62a760b5"
25.3,10.8,17.9,0.0,0.0,22.2,23.25,2022,3,6,"4633f100-6cef-4209-a7c8-38bba96b7b4d"
25.2,10.3,18.0,0.0,0.0,14.2,20.65,2022,3,7,"c99da347-a382-4c1e-b475-81b013e55fbe"
24.8,11.8,17.9,0.0,0.0,24.4,25.03,2022,3,8,"30c81568-7132-4ce4-ad59-0a193689b851"
25.6,11.3,17.9,0.0,0.0,27.7,27.28,2022,3,9,"54ef6678-f4ff-4ec5-aa45-1f633dec373e"
25.4,11.6,17.8,0.0,0.0,28.9,27.73,2022,3,10,"a17022e3-0b01-41fe-8227-3f993fbfecf0"
25.7,8.4,17.7,0.0,0.0,28.5,27.75,2022,3,11,"f319847c-f763-4891-a2d5-2cfa4a87c34e"
25.6,7.1,14.9,0.0,0.0,25.5,27.23,2022,3,12,"fcae1014-2a69-49d9-bce7-8267e924cd3f"
25.0,5.8,15.3,0.0,0.0,25.5,26.18,2022,3,13,"d7523322-ca7f-4d9b-8150-2f5d308bf9a3"
26.9,10.0,18.1,0.0,0.0,22.9,25.45,2022,3,14,"7d2aab63-5262-4cea-8ef8-72383b27af85"
25.8,11.8,16.7,1.7,3.0,18.8,20.99,2022,3,15,"a13f9e27-a2a0-476e-baf9-f8c52a70c13a"
24.7,9.6,16.0,1.2,5.0,17.4,25.25,2022,3,16,"14abb73b-f510-48d3-a231-03677826936c"
23.2,9.7,16.8,4.1,3.0,20.9,24.62,2022,3,17,"17fb3388-09de-4c87-be2c-6f32da9f7618"
25.1,11.0,18.0,0.0,0.0,22.1,25.2,2022,3,18,"9c731120-417d-4de9-86cf-fef7a121bb41"
24.9,11.7,17.7,0.0,0.0,18.0,25.68,2022,3,19,"e528d02e-6165-4a98-a68b-f1a4aaa93732"
24.9,9.2,16.7,0.1,1.0,14.8,23.8,2022,3,20,"e025258b-6eca-4390-ad03-db151d508ed6"
25.8,11.0,18.2,0.0,0.0,16.6,26.36,2022,3,21,"9e0ca6c5-bc68-4b88-b1d6-a74cf2603813"
25.7,9.6,17.8,0.0,0.0,19.9,25.44,2022,3,22,"c3d7bdac-6edd-494c-8b91-5cbd1212457a"
25.8,9.8,18.1,0.0,0.0,25.3,28.74,2022,3,23,"3ac5f951-ab79-4d96-9cb0-d5283f905215"
25.1,8.9,16.7,0.0,0.0,24.9,29.0,2022,3,24,"bc65a32c-08e8-4d9b-be3d-e02b4f3ac239"
25.1,7.6,15.9,0.0,0.0,23.2,27.72,2022,3,25,"1ae30b4b-a00c-4c54-89c9-896b90be425a"
25.0,7.5,16.0,0.0,0.0,24.4,28.63,2022,3,26,"64c525e2-c998-4e69-b478-3145c5379734"
26.2,7.1,16.5,0.0,0.0,25.5,28.81,2022,3,27,"16e6f545-de38-4b7a-8414-7f214db8819a"
27.5,9.1,17.6,0.0,0.0,24.7,28.99,2022,3,28,"4212c8f7-c939-4227-a295-770ab7f1582d"
28.0,12.0,19.4,0.0,0.0,29.4,28.06,2022,3,29,"a0ec88cf-dcde-4b69-8440-e18f72fa933f"
28.4,12.8,20.4,0.0,0.0,27.3,29.04,2022,3,30,"dd5dcdd2-02e3-494d-9c84-8f8883dc3618"
28.2,12.5,20.1,0.0,0.0,26.2,29.26,2022,3,31,"238f0c9d-b6bd-4674-8f83-ee7e16ce8c07"
27.7,11.5,19.9,0.0,0.0,28.5,28.91,2022,4,1,"4a05e302-26a4-47cb-8b7d-1297f1a11d05"
30.2,12.1,20.8,0.0,0.0,32.6,26.97,2022,4,2,"b2dfaffd-5aa0-4547-97ac-daf28b243241"
30.1,12.9,20.6,0.0,0.0,21.4,27.8,2022,4,3,"7e1df722-c6f2-42a0-88e0-240e0356fe5c"
27.8,14.2,20.5,0.0,0.0,26.1,28.4,2022,4,4,"64972838-184a-4c66-b951-7292514a9aea"
28.1,12.0,19.9,0.0,0.0,26.9,29.41,2022,4,5,"12b9e800-ba66-47c3-a432-1b69bbd125c2"
29.1,11.3,19.7,0.0,0.0,24.3,29.22,2022,4,6,"22f9217e-d539-477d-904c-5a528a521d14"
27.3,12.3,18.3,0.2,2.0,19.7,26.49,2022,4,7,"69c45b05-ef2b-42e7-a9ee-b92206a69335"
22.4,9.0,14.8,2.0,4.0,15.9,22.75,2022,4,8,"e292ed31-d310-41d9-8581-70aefc8ad6ca"
24.3,8.1,15.1,3.2,5.0,16.6,22.19,2022,4,9,"01927d22-4606-4bbe-b257-676bbf305b8c"
25.6,9.8,17.9,0.1,1.0,15.8,26.0,2022,4,10,"1b72058a-2abe-460b-8f8b-2d65993f3d19"
27.0,11.8,19.2,0.0,0.0,20.3,27.33,2022,4,11,"b952770e-0074-43b4-a93e-0bfe1037f029"
26.5,12.3,19.4,0.0,0.0,18.3,24.82,2022,4,12,"d96a8382-139e-4be1-9568-69a5502fea6a"
27.3,12.4,20.4,0.0,0.0,18.4,26.22,2022,4,13,"478c9103-5f19-49a9-b854-f385a2b5f2bf"
28.4,14.9,21.1,0.1,1.0,26.4,23.99,2022,4,14,"aa52d77e-8064-4e90-9f81-a8e7ea91e30c"
29.4,15.4,20.9,0.2,2.0,20.0,22.63,2022,4,15,"049bea08-d6ab-402d-b52c-5f5861f8531d"
29.9,15.2,22.0,0.1,1.0,19.3,24.98,2022,4,16,"74936e18-d8cc-46d5-82e2-9097e7c6a24c"
31.2,13.5,22.1,0.0,0.0,18.7,29.47,2022,4,17,"dc1d0871-c53e-4cfd-8a0e-7816da994fdf"
29.8,13.7,21.5,0.1,1.0,16.8,26.67,2022,4,18,"2aaa3cd9-2a9b-44c0-b680-0a6546da23e9"
26.7,13.1,18.1,8.1,3.0,23.7,21.43,2022,4,19,"ff173dd0-ecc5-4af5-9728-9deae379d728"
28.2,11.4,19.3,1.3,3.0,29.3,28.09,2022,4,20,"c866ff38-f93f-4a8b-9a62-c34dfa86fe29"
27.5,11.6,18.8,2.4,3.0,24.2,25.97,2022,4,21,"4117aefc-e6a7-4acb-b85a-a369dbf8879c"
25.7,10.4,17.5,0.1,1.0,20.2,27.48,2022,4,22,"17aff88d-691e-49d0-970e-f1dbd3790087"
26.1,10.0,18.2,0.4,3.0,24.2,27.41,2022,4,23,"9600c92a-7232-429a-830f-a439f11f2a3b"
28.4,11.7,18.6,0.3,2.0,24.6,26.29,2022,4,24,"13eda6d5-2ad3-48ae-9dbd-c94357d439ad"
27.7,10.7,18.8,0.1,1.0,20.5,26.4,2022,4,25,"242d12f5-7919-4db9-b464-e43f2a622069"
24.2,11.6,16.6,1.3,7.0,14.9,22.09,2022,4,26,"a379c916-ca9d-4a47-a9a7-c314acae9396"
24.1,9.1,16.1,0.0,0.0,21.2,26.07,2022,4,27,"a2f43b3d-0ea2-4c41-a3fb-3bfcd5e50e55"
25.4,10.2,18.1,0.0,0.0,21.6,27.11,2022,4,28,"51364881-bf3f-4670-9e10-70e298aedfee"
27.3,11.9,19.2,0.1,1.0,21.7,26.45,2022,4,29,"f4b6d8d7-dc02-422a-9b99-a4599b0c962c"
25.8,11.5,19.9,0.2,2.0,21.3,26.73,2022,4,30,"f9449c01-5413-410d-b1b8-bf17db727207"
26.2,15.0,20.5,0.0,0.0,19.7,22.47,2022,5,1,"7749a8c0-e845-4bcc-820e-d1e34ad489ad"
26.2,15.0,20.5,0.0,0.0,19.7,22.47,2022,5,1,"d1f93d01-b7de-4b5a-95e2-78775c53e575"
29.6,13.1,21.0,0.0,0.0,24.3,27.94,2022,5,2,"93a3dcb6-23d2-464b-a157-89fe3d4b59c7"
29.4,13.9,21.4,0.0,0.0,19.1,25.65,2022,5,3,"54d82fbd-3ad5-48bc-8733-d4833735566a"
28.2,13.7,20.9,0.1,1.0,24.3,22.88,2022,5,4,"c97fd292-7f94-4ea2-8cb4-3bd6d1ad7a11"
29.8,13.3,21.8,0.7,2.0,16.8,26.05,2022,5,5,"91b32e74-e3b5-4615-8b62-db3a2a190012"
30.1,13.6,20.6,0.4,2.0,37.8,21.66,2022,5,6,"70cedd42-c69c-45fb-9d9f-852b5d7565a2"
28.6,12.1,21.1,0.0,0.0,24.6,26.56,2022,5,7,"f88e575c-8a77-48a4-bb05-ec9500759a66"
30.1,14.4,21.4,0.4,1.0,21.9,25.02,2022,5,8,"a97aedf0-b49f-40b3-8b06-d7e0346080ab"
31.3,12.1,21.5,0.1,1.0,21.5,26.49,2022,5,9,"496678b2-d301-4858-b073-00fa4962294b"
32.2,11.8,21.4,0.0,0.0,24.1,28.97,2022,5,10,"d957e08e-2783-47a2-be89-7a65244c962c"
27.8,13.0,19.6,0.1,1.0,23.5,27.57,2022,5,11,"724b11f7-5cac-4ced-91cd-3953052faa71"
29.4,9.4,18.4,0.0,0.0,26.7,30.23,2022,5,12,"654b5e3d-2d10-4026-9ffb-a0d8705c74ad"
29.0,11.7,20.0,0.0,0.0,19.2,29.87,2022,5,13,"abe1b1fa-3476-4dbb-ae2f-2831457ead36"
29.5,11.8,20.1,0.0,0.0,28.5,28.18,2022,5,14,"cd9f7953-1ff0-4469-b66d-71eff2931498"
29.3,11.6,19.7,0.0,0.0,26.7,27.18,2022,5,15,"63328e47-5d39-4901-9b9c-486b4157b87e"
28.5,9.0,18.9,0.0,0.0,16.8,31.19,2022,5,16,"8ba93173-dff5-4cee-b003-9514c5687209"
29.0,11.8,19.9,0.0,0.0,20.1,30.41,2022,5,17,"c9490c86-055e-4261-b094-541b480ed57b"
30.2,12.3,21.0,0.0,0.0,24.2,29.04,2022,5,18,"68158bc6-1111-48e9-91a3-6068a5098a30"
30.5,13.2,21.8,0.0,0.0,23.3,27.42,2022,5,19,"db94858c-26e0-4e4d-bd55-9083076074d5"
30.3,14.5,22.1,0.1,1.0,19.7,28.44,2022,5,20,"15134c8f-5232-4583-a254-6fad1d54eda6"
30.6,15.6,22.7,0.3,1.0,19.9,26.51,2022,5,21,"6b4d6b07-189f-487a-9983-160514c3365e"
28.9,14.8,20.4,0.9,4.0,31.7,23.78,2022,5,22,"2d0073dd-e09c-46d9-b95e-3973434b5460"
26.3,14.1,18.7,14.5,8.0,23.8,22.51,2022,5,23,"77a2bda7-1a12-420b-b072-bd13cdc6b039"
27.2,12.4,18.9,2.2,4.0,19.2,23.86,2022,5,24,"48691f82-78dc-4473-a5cb-41e8b5ffd395"
28.3,11.7,20.4,0.0,0.0,15.9,26.91,2022,5,25,"cef8593c-58ee-4aa1-a29e-65a83878ca02"
29.2,11.9,20.6,0.0,0.0,15.7,26.77,2022,5,26,"1bd20258-3ac3-458f-8b06-c21457d7b05a"
28.9,11.8,19.9,0.0,0.0,16.2,29.78,2022,5,27,"2537b00c-4c74-4102-88ec-f587d25b301c"
29.0,10.7,19.0,0.0,0.0,21.8,26.52,2022,5,28,"972cda59-420a-4a1a-ac95-1d0d3059b553"
27.0,12.3,19.4,0.0,0.0,26.4,25.53,2022,5,29,"8b01f257-3bcd-42e2-a79f-34658b3a285a"
28.3,12.3,19.4,0.0,0.0,21.3,23.54,2022,5,30,"4af0fb76-b075-4c9d-a002-a3e6578c6fec"
27.2,12.4,18.5,0.8,1.0,22.3,23.25,2022,5,31,"bcfd519e-78a6-438c-90aa-95658ac56eb7"
27.5,11.9,18.9,0.6,5.0,18.8,26.09,2022,6,1,"2e3a5feb-48b4-481a-a49c-590c9ae1b37b"
25.0,11.5,18.1,0.3,3.0,17.3,24.55,2022,6,2,"1d5ed588-c2b2-44f6-94f2-de8804837141"
27.5,10.7,19.0,0.0,0.0,16.2,30.33,2022,6,3,"cb8ad825-141c-4940-85f7-d0520af4eb4d"
29.5,13.1,19.9,0.0,0.0,17.3,27.05,2022,6,4,"2289ece3-8e2a-46c9-a220-4a3109bc676c"
29.1,12.5,19.8,0.0,0.0,26.1,25.39,2022,6,5,"1d73b375-c079-4361-9644-14a405263869"
29.8,13.5,20.6,0.0,0.0,26.0,27.37,2022,6,6,"e1054f10-bf59-45f7-b0f0-50d1ea201b48"
28.3,12.4,19.7,3.9,1.0,31.1,29.35,2022,6,7,"1d4e2ee3-5444-4d64-aac0-28eaf3ea0864"
25.2,12.9,18.3,8.8,6.0,20.3,23.96,2022,6,8,"087b6ebe-10ad-4829-afb0-5fde91081b2a"
21.8,13.0,16.6,7.2,7.0,14.8,20.01,2022,6,9,"e45386c1-9b9a-4ec0-b1fe-04ddace9ef3b"
23.5,12.1,17.3,2.5,4.0,17.6,24.72,2022,6,10,"09e3cf6d-cc98-4c7e-95d5-7e039cdcf67a"
24.9,10.9,17.6,0.2,1.0,9.8,25.55,2022,6,11,"0c3bebb8-8070-431f-93be-3a7e088de4ca"
24.6,10.7,16.8,2.8,2.0,21.9,24.59,2022,6,12,"126294a4-a4b3-435e-8067-dd20f42302d7"
22.5,10.3,16.5,2.0,2.0,21.9,23.54,2022,6,13,"17a0db78-9410-4fc5-9bbd-c00ad663650d"
24.0,13.0,16.8,11.7,8.0,14.4,18.98,2022,6,14,"f0ece6fc-3472-4d1c-8127-b951dbbd5941"
23.7,12.5,16.6,5.2,13.0,12.6,18.98,2022,6,15,"ad1a37a7-860c-4651-bc29-a022827a6043"
23.1,10.8,16.2,0.2,2.0,17.9,21.3,2022,6,16,"2ba2fc81-f131-43f0-bf0e-cb62c4525015"
23.4,9.8,15.8,1.3,7.0,15.9,25.33,2022,6,17,"5fa3c99a-7697-4c97-b17c-8931636d3938"
23.3,12.0,16.4,2.2,6.0,15.8,21.39,2022,6,18,"7ddc6a1f-9a24-45d5-befb-d9771006f47a"
23.2,12.3,15.9,19.2,16.0,15.5,20.16,2022,6,19,"01a7b6dd-2fde-4dc1-8fc7-2e16915630cf"
25.3,10.2,16.9,3.8,7.0,16.9,26.71,2022,6,20,"30956857-11d2-49ad-a94a-7b096faf3a7a"
23.2,13.6,17.7,3.9,8.0,17.3,21.83,2022,6,21,"4df94db3-0aee-4617-804f-bc9cc8058ca7"
20.8,12.7,15.7,21.2,16.0,12.8,16.64,2022,6,22,"4418a22e-c475-4469-972b-10332284ee95"
20.4,11.4,15.6,0.1,1.0,20.1,23.75,2022,6,23,"a984442d-5393-4b10-ba7d-f6db14320431"
21.3,9.6,15.2,0.3,1.0,21.3,22.14,2022,6,24,"170976c3-91eb-42be-a7d0-fb2129d2bf52"
20.9,11.2,15.6,7.9,8.0,12.7,20.2,2022,6,25,"8e7c5dfe-398f-4d94-96a4-76f433ef1163"
24.1,10.2,16.8,1.5,5.0,11.3,26.14,2022,6,26,"0bd316cb-8138-47d9-88ad-94704f623a5d"
20.8,11.0,15.6,22.4,12.0,15.1,21.2,2022,6,27,"7b70e192-c0ba-4aa8-b08c-56b92828d2d6"
20.4,12.9,15.9,3.4,9.0,12.4,19.92,2022,6,28,"484a4fe4-e603-4d82-97fb-10edc36a36ff"
24.1,13.0,17.0,4.2,6.0,14.4,25.06,2022,6,29,"eb9ab43a-fd18-4cd7-804b-3bf522f8d792"
23.5,11.1,17.1,0.2,2.0,13.0,26.66,2022,6,30,"4561d351-e905-4280-8c60-ffbde88c26ce"
21.2,11.6,16.8,3.4,2.0,10.0,21.6,2022,7,1,"4283f4f2-1358-4468-80f2-ca34911c86df"
21.2,11.6,16.8,3.4,2.0,10.0,21.6,2022,7,1,"5c254560-6091-457b-84b6-cb151cebff05"
23.2,10.8,17.0,0.4,2.0,12.8,24.19,2022,7,2,"7c7dd9fe-a891-44c0-bbbf-0ab10478456d"
24.8,12.8,18.3,0.3,3.0,16.2,27.71,2022,7,3,"4e50e197-7e17-48ee-8f6e-887163d03b15"
22.8,11.5,16.9,2.3,5.0,15.5,21.26,2022,7,4,"5d264887-feee-41ba-99ec-b141d6ec98ec"
21.5,11.2,16.3,3.8,4.0,14.3,21.46,2022,7,5,"9e74550e-a80c-42cd-a8a6-bba952cea347"
24.3,11.0,16.8,5.4,4.0,15.7,26.96,2022,7,6,"8f912082-af95-4ebd-a270-630d8a33cc54"
21.0,11.6,16.0,8.7,10.0,12.0,18.72,2022,7,7,"8be818f1-5b37-4e6d-9902-6ec606e0311a"
23.6,11.0,16.6,12.4,10.0,12.6,24.4,2022,7,8,"c3dd818c-39e9-459e-b63b-11f3010d83dc"
23.6,11.6,16.1,6.4,10.0,17.0,22.85,2022,7,9,"bf77a794-d5a4-45be-912f-4b49b8fffbfe"
22.8,12.2,17.2,0.1,1.0,11.3,25.2,2022,7,10,"87b5e1dd-cd56-4cc2-bf17-8f73eebd0810"
23.1,12.0,17.0,0.4,2.0,15.0,21.61,2022,7,11,"af61ee34-04c2-4d1b-94fa-e1715c03a7c7"
25.1,10.5,18.0,0.3,2.0,14.2,25.99,2022,7,12,"a309b394-e017-443a-ace4-8a4b4b2d56f6"
24.0,11.0,17.2,18.7,6.0,8.5,25.55,2022,7,13,"8450f5bc-20af-45de-8a4f-23820a813853"
24.0,13.5,17.4,9.3,9.0,14.3,22.67,2022,7,14,"d599ad0c-7f24-4b6e-a698-69c0cfc5f6ff"
20.7,12.5,16.1,2.3,12.0,12.7,18.01,2022,7,15,"23a53e9e-5068-4452-b825-c399a77043f2"
20.6,12.5,15.9,11.6,9.0,17.4,20.09,2022,7,16,"b241d94e-112b-45e5-9f95-11e95cf9eea6"
19.9,10.7,15.2,7.4,4.0,14.0,21.02,2022,7,17,"833b9b27-f128-4226-8cb2-505817f3fad5"
20.9,12.1,15.4,3.6,1.0,9.2,19.61,2022,7,18,"369a3829-2898-4f53-8e3f-039b92e33a97"
24.1,9.6,16.9,0.0,0.0,19.5,25.26,2022,7,19,"bb738366-6ba9-44ae-9d92-7fb49fca599a"
26.8,12.3,18.4,0.0,0.0,13.2,25.83,2022,7,20,"2ee6aa76-93ad-4947-9b18-8af2b69794ce"
27.6,11.4,18.4,0.0,0.0,22.4,29.48,2022,7,21,"eaecba4f-d77a-49f2-935c-7dab6ac1788b"
26.4,10.2,17.7,0.7,3.0,14.8,26.38,2022,7,22,"24778b9c-651a-4cd1-9131-28557c025e0c"
23.1,10.4,17.0,3.6,8.0,11.9,24.81,2022,7,23,"b5526914-d3cc-4f82-a2db-f05d34238733"
22.5,11.6,16.6,13.6,8.0,11.2,21.87,2022,7,24,"6fafe52c-445f-42f1-8c04-79935ba7cb45"
21.3,12.5,15.9,8.1,9.0,15.1,17.66,2022,7,25,"8a56fcc5-b5a6-4851-a63b-046002df73b1"
23.9,11.5,17.0,0.4,3.0,17.6,26.35,2022,7,26,"415b7c01-6769-4bf8-9514-68d723115325"
21.8,11.1,16.0,4.9,3.0,20.0,21.65,2022,7,27,"8b522c6e-014d-4475-9702-1a954ce17b61"
22.6,10.5,15.9,0.6,5.0,17.8,23.01,2022,7,28,"ef266085-6b15-42c2-a0fd-a6b5963c857d"
20.2,12.3,15.6,10.2,9.0,14.9,17.89,2022,7,29,"e921f0d1-f681-4b4d-9a4b-7f5c93c620cb"
23.5,11.4,16.9,1.7,2.0,11.0,24.87,2022,7,30,"98487ada-3018-458f-bff4-d55f0856e0e3"
21.4,11.6,15.6,5.9,5.0,19.4,23.64,2022,7,31,"df1ec921-a3aa-43d8-92d0-f41cb789a4a4"
20.6,11.7,15.7,0.5,5.0,14.2,17.4,2022,8,1,"03b6600b-fb7c-4b45-8fc5-537e07e48572"
